ID,Income_us,Gender,Age,Employment,Education,F6_importance,F7_importance,F8_importance,F9_importance,F10_importance,F11_importance,F6_functional,F6_dysfunctional,F7_functional,F7_dysfunctional,F8_functional,F8_dysfunctional,F9_functional,F9_dysfunctional,F10_dysfunctional,F10_functional,F11_functional,F11_dysfunctional
ALL1-298,prefer_not_to_answer,male,23,employed_part_time,high_school_or_equivalent,3 - Somewhat important,8,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I like it,I can tolerate it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-299,35000_to_49999,male,32,employed_part_time,high_school_or_equivalent,5 - Important,7 - Very important,5 - Important,5 - Important,5 - Important,4,I like it,I can tolerate it,I like it,I can tolerate it,I like it,I like it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-300,100000_to_149999,male,35,employed_full_time,masters_graduate_degree,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I can tolerate it,I expect it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I dislike it,I expect it,I like it,I dislike it
ALL1-301,35000_to_49999,female,27,employed_full_time,college_diploma,4,7 - Very important,6,6,9 - Extremely important,5 - Important,I expect it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-302,50000_to_74999,male,25,employed_full_time,high_school_or_equivalent,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it
ALL1-303,50000_to_74999,female,35,employed_part_time,high_school_or_equivalent,6,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,I like it,I can tolerate it,I expect it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I expect it,I like it,I dislike it
ALL1-304,50000_to_74999,male,21,student_full_time,high_school_or_equivalent,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I am neutral,I am neutral
ALL1-305,50000_to_74999,female,29,employed_full_time,university_undergraduate_degree,4,6,7 - Very important,7 - Very important,9 - Extremely important,5 - Important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I am neutral,I like it,I like it,I can tolerate it
ALL1-306,15000_to_24999,male,29,employed_full_time,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,I dislike it,I like it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-307,prefer_not_to_answer,female,31,employed_part_time,high_school_or_equivalent,5 - Important,7 - Very important,9 - Extremely important,5 - Important,7 - Very important,9 - Extremely important,I am neutral,I can tolerate it,I like it,I am neutral,I like it,I am neutral,I am neutral,I am neutral,I dislike it,I am neutral,I am neutral,I dislike it
ALL1-308,15000_to_24999,female,42,employed_full_time,university_undergraduate_degree,4,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,7 - Very important,I am neutral,I am neutral,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
ALL1-309,75000_to_99999,male,26,student_full_time,doctorate,4,6,9 - Extremely important,7 - Very important,8,7 - Very important,I expect it,I like it,I expect it,I can tolerate it,I expect it,I dislike it,I expect it,I can tolerate it,I dislike it,I dislike it,I expect it,I am neutral
ALL1-310,35000_to_49999,male,26,employed_part_time,high_school_or_equivalent,5 - Important,6,5 - Important,5 - Important,7 - Very important,3 - Somewhat important,I like it,I am neutral,I like it,I can tolerate it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-311,less_than_15,female,21,other,college_diploma,3 - Somewhat important,4,5 - Important,9 - Extremely important,9 - Extremely important,5 - Important,I can tolerate it,I like it,I like it,I dislike it,I like it,I am neutral,I like it,I am neutral,I dislike it,I like it,I like it,I am neutral
ALL1-312,50000_to_74999,female,19,student_full_time,high_school_or_equivalent,3 - Somewhat important,7 - Very important,9 - Extremely important,9 - Extremely important,7 - Very important,7 - Very important,I am neutral,I am neutral,I like it,I dislike it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-313,35000_to_49999,male,36,employed_part_time,college_diploma,5 - Important,5 - Important,7 - Very important,6,7 - Very important,6,I like it,I expect it,I like it,I like it,I expect it,I expect it,I like it,I am neutral,I expect it,I like it,I like it,I like it
ALL1-314,less_than_15,female,42,disability,high_school_or_equivalent,3 - Somewhat important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,8,I am neutral,I like it,I like it,I dislike it,I like it,I dislike it,I expect it,I dislike it,I dislike it,I expect it,I like it,I dislike it
ALL1-315,25000_to_34999,female,20,self_employed,high_school_or_equivalent,6,6,7 - Very important,8,7 - Very important,7 - Very important,I can tolerate it,I like it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-316,50000_to_74999,female,23,student_full_time,university_undergraduate_degree,5 - Important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,I can tolerate it,I like it,I like it,I can tolerate it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-317,prefer_not_to_answer,female,20,employed_full_time,high_school_or_equivalent,2,7 - Very important,9 - Extremely important,6,9 - Extremely important,5 - Important,I can tolerate it,I can tolerate it,I expect it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-318,less_than_15,male,20,disability,some_high_school_or_less,5 - Important,5 - Important,5 - Important,5 - Important,7 - Very important,6,I can tolerate it,I like it,I am neutral,I like it,I can tolerate it,I am neutral,I like it,I dislike it,I am neutral,I expect it,I am neutral,I am neutral
ALL1-319,prefer_not_to_answer,male,21,student_part_time,high_school_or_equivalent,5 - Important,7 - Very important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,I expect it,I expect it,I expect it,I can tolerate it,I expect it,I am neutral,I expect it,I expect it,I can tolerate it,I like it,I like it,I dislike it
ALL1-320,less_than_15,female,31,other,high_school_or_equivalent,5 - Important,7 - Very important,5 - Important,5 - Important,9 - Extremely important,7 - Very important,I like it,I am neutral,I like it,I can tolerate it,I like it,I am neutral,I like it,I am neutral,I can tolerate it,I like it,I like it,I am neutral
ALL1-321,35000_to_49999,female,26,self_employed,high_school_or_equivalent,9 - Extremely important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,6,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-322,15000_to_24999,female,21,homemaker,high_school_or_equivalent,1 - Not at all important,5 - Important,7 - Very important,7 - Very important,7 - Very important,5 - Important,I am neutral,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-323,prefer_not_to_answer,male,30,employed_full_time,university_undergraduate_degree,3 - Somewhat important,9 - Extremely important,8,7 - Very important,9 - Extremely important,9 - Extremely important,I am neutral,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I dislike it
ALL1-324,35000_to_49999,female,20,temporarily-unemployed,high_school_or_equivalent,3 - Somewhat important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,7 - Very important,I like it,I am neutral,I expect it,I dislike it,I expect it,I can tolerate it,I expect it,I can tolerate it,I dislike it,I expect it,I like it,I am neutral
ALL1-325,15000_to_24999,male,28,employed_full_time,masters_graduate_degree,9 - Extremely important,9 - Extremely important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I like it,I am neutral,I like it,I can tolerate it,I like it,I dislike it,I like it,I am neutral,I dislike it,I expect it,I like it,I can tolerate it
ALL1-326,50000_to_74999,female,40,employed_full_time,university_undergraduate_degree,1 - Not at all important,9 - Extremely important,9 - Extremely important,7 - Very important,9 - Extremely important,9 - Extremely important,I am neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-327,75000_to_99999,female,43,temporarily-unemployed,high_school_or_equivalent,5 - Important,7 - Very important,7 - Very important,6,7 - Very important,7 - Very important,I like it,I can tolerate it,I like it,I am neutral,I like it,I can tolerate it,I like it,I dislike it,I expect it,I like it,I like it,I can tolerate it
ALL1-328,100000_to_149999,female,19,employed_full_time,high_school_or_equivalent,5 - Important,6,5 - Important,5 - Important,6,4,I expect it,I like it,I expect it,I expect it,I like it,I expect it,I expect it,I like it,I like it,I like it,I like it,I like it
ALL1-329,35000_to_49999,female,36,employed_full_time,high_school_or_equivalent,2,7 - Very important,9 - Extremely important,7 - Very important,9 - Extremely important,8,I like it,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-330,15000_to_24999,male,22,self_employed,high_school_or_equivalent,7 - Very important,6,7 - Very important,6,6,6,I expect it,I am neutral,I can tolerate it,I expect it,I can tolerate it,I expect it,I am neutral,I can tolerate it,I expect it,I like it,I expect it,I like it
ALL1-331,75000_to_99999,female,31,self_employed,university_undergraduate_degree,1 - Not at all important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I dislike it,I like it,I like it,I dislike it,I like it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I expect it,I dislike it
ALL1-332,less_than_15,female,42,disability,college_diploma,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,I like it,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-333,prefer_not_to_answer,male,20,student_part_time,high_school_or_equivalent,5 - Important,6,7 - Very important,6,9 - Extremely important,7 - Very important,I expect it,I am neutral,I like it,I am neutral,I like it,I can tolerate it,I am neutral,I dislike it,I dislike it,I expect it,I am neutral,I can tolerate it
ALL1-334,50000_to_74999,male,30,employed_full_time,high_school_or_equivalent,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I dislike it
ALL1-335,15000_to_24999,female,34,temporarily-unemployed,high_school_or_equivalent,4,6,4,5 - Important,9 - Extremely important,7 - Very important,I am neutral,I expect it,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-336,prefer_not_to_answer,female,20,student_full_time,some_high_school_or_less,5 - Important,7 - Very important,9 - Extremely important,6,9 - Extremely important,5 - Important,I like it,I am neutral,I expect it,I can tolerate it,I like it,I dislike it,I like it,I am neutral,I dislike it,I like it,I expect it,I am neutral
ALL1-337,25000_to_34999,female,42,temporarily-unemployed,high_school_or_equivalent,7 - Very important,7 - Very important,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,I can tolerate it,I like it,I like it,I dislike it,I like it,I dislike it,I can tolerate it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-338,75000_to_99999,female,24,temporarily-unemployed,high_school_or_equivalent,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,5 - Important,I like it,I expect it,I expect it,I like it,I like it,I expect it,I like it,I like it,I like it,I like it,I like it,I like it
ALL1-339,100000_to_149999,male,27,employed_full_time,masters_graduate_degree,7 - Very important,8,8,7 - Very important,9 - Extremely important,5 - Important,I dislike it,I can tolerate it,I expect it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I dislike it,I dislike it,I expect it,I dislike it
ALL1-340,25000_to_34999,female,30,homemaker,college_diploma,3 - Somewhat important,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I can tolerate it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I like it,I expect it,I dislike it,I like it,I like it,I dislike it
ALL1-341,less_than_15,male,24,student_full_time,university_undergraduate_degree,5 - Important,7 - Very important,7 - Very important,7 - Very important,7 - Very important,5 - Important,I like it,I can tolerate it,I expect it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-342,150000_to_249999,male,35,employed_full_time,masters_graduate_degree,9 - Extremely important,7 - Very important,6,5 - Important,9 - Extremely important,6,I like it,I dislike it,I expect it,I dislike it,I expect it,I dislike it,I expect it,I can tolerate it,I dislike it,I like it,I am neutral,I can tolerate it
ALL1-343,less_than_15,male,19,self_employed,high_school_or_equivalent,4,6,7 - Very important,7 - Very important,9 - Extremely important,7 - Very important,I am neutral,I am neutral,I expect it,I can tolerate it,I expect it,I can tolerate it,I like it,I can tolerate it,I dislike it,I expect it,I like it,I can tolerate it
ALL1-344,less_than_15,non_binary,22,self_employed,high_school_or_equivalent,4,7 - Very important,7 - Very important,5 - Important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I expect it,I dislike it,I like it,I expect it,I expect it,I can tolerate it,I dislike it,I am neutral,I like it,I expect it
ALL1-345,35000_to_49999,male,35,self_employed,college_diploma,9 - Extremely important,9 - Extremely important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I like it,I dislike it,I expect it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I dislike it,I expect it,I dislike it
ALL1-346,prefer_not_to_answer,female,19,student_full_time,some_high_school_or_less,3 - Somewhat important,7 - Very important,7 - Very important,6,7 - Very important,6,I am neutral,I am neutral,I expect it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I expect it,I can tolerate it
ALL1-347,250000_or_more,female,22,employed_full_time,university_undergraduate_degree,7 - Very important,5 - Important,9 - Extremely important,8,9 - Extremely important,9 - Extremely important,I am neutral,I expect it,I expect it,I can tolerate it,I expect it,I dislike it,I like it,I can tolerate it,I dislike it,I expect it,I am neutral,I can tolerate it
ALL1-348,50000_to_74999,female,35,homemaker,university_undergraduate_degree,5 - Important,5 - Important,7 - Very important,6,9 - Extremely important,5 - Important,I can tolerate it,I am neutral,I expect it,I can tolerate it,I like it,I am neutral,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-349,250000_or_more,male,40,employed_full_time,masters_graduate_degree,7 - Very important,5 - Important,7 - Very important,9 - Extremely important,7 - Very important,7 - Very important,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
ALL1-350,25000_to_34999,female,31,homemaker,high_school_or_equivalent,5 - Important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I can tolerate it,I like it,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-351,25000_to_34999,female,40,employed_full_time,high_school_or_equivalent,3 - Somewhat important,3 - Somewhat important,3 - Somewhat important,5 - Important,3 - Somewhat important,3 - Somewhat important,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral
ALL1-352,prefer_not_to_answer,female,21,student_full_time,college_diploma,7 - Very important,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I am neutral,I am neutral,I expect it,I dislike it,I like it,I dislike it,I expect it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-353,less_than_15,female,30,employed_part_time,college_diploma,9 - Extremely important,9 - Extremely important,9 - Extremely important,6,9 - Extremely important,9 - Extremely important,I expect it,I am neutral,I am neutral,I can tolerate it,I like it,I like it,I like it,I like it,I like it,I like it,I like it,I like it
ALL1-354,50000_to_74999,female,23,employed_full_time,university_undergraduate_degree,7 - Very important,7 - Very important,9 - Extremely important,8,9 - Extremely important,7 - Very important,I like it,I can tolerate it,I like it,I dislike it,I like it,I can tolerate it,I expect it,I like it,I dislike it,I like it,I like it,I like it
ALL1-355,50000_to_74999,female,33,homemaker,high_school_or_equivalent,4,8,9 - Extremely important,9 - Extremely important,9 - Extremely important,9 - Extremely important,I like it,I expect it,I like it,I can tolerate it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I can tolerate it
ALL1-356,75000_to_99999,male,19,student_full_time,some_high_school_or_less,9 - Extremely important,4,3 - Somewhat important,5 - Important,5 - Important,9 - Extremely important,I like it,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I like it,I dislike it,I like it,I like it,I dislike it
ALL1-357,prefer_not_to_answer,female,20,student_full_time,high_school_or_equivalent,6,5 - Important,4,7 - Very important,6,5 - Important,I expect it,I am neutral,I like it,I am neutral,I can tolerate it,I expect it,I am neutral,I like it,I expect it,I expect it,I can tolerate it,I expect it
ALL1-358,15000_to_24999,female,34,employed_full_time,college_diploma,7 - Very important,5 - Important,5 - Important,5 - Important,5 - Important,7 - Very important,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I like it,I can tolerate it,I dislike it,I like it,I like it,I can tolerate it
ALL1-359,150000_to_249999,male,32,employed_full_time,university_undergraduate_degree,5 - Important,7 - Very important,6,4,7 - Very important,6,I like it,I dislike it,I expect it,I can tolerate it,I like it,I can tolerate it,I like it,I dislike it,I dislike it,I like it,I expect it,I am neutral
ALL1-360,less_than_15,female,21,self_employed,high_school_or_equivalent,3 - Somewhat important,3 - Somewhat important,7 - Very important,7 - Very important,9 - Extremely important,7 - Very important,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral,I am neutral
ALL1-361,50000_to_74999,female,35,homemaker,high_school_or_equivalent,6,7 - Very important,7 - Very important,9 - Extremely important,9 - Extremely important,7 - Very important,I expect it,I am neutral,I like it,I dislike it,I like it,I dislike it,I like it,I dislike it,I dislike it,I like it,I like it,I dislike it
ALL1-362,prefer_not_to_answer,male,21,student_full_time,high_school_or_equivalent,5 - Important,7 - Very important,8,8,8,8,I am neutral,I expect it,I like it,I dislike it,I like it,I dislike it,I like it,I can tolerate it,I dislike it,I like it,I like it,I dislike it
ALL1-363,prefer_not_to_answer,male,19,student_full_time,some_high_school_or_less,7 - Very important,9 - Extremely important,9 - Extremely important,5 - Important,9 - Extremely important,5 - Important,I like it,I expect it,I expect it,I can tolerate it,I like it,I expect it,I like it,I expect it,I dislike it,I expect it,I like it,I expect it
